,0,1
278,1,0
279,1,0
280,1,0
281,0,1
282,0,1
283,1,0
284,0,1
285,1,0
286,1,0
287,0,1
288,0,1
289,1,0
290,1,0
291,0,1
292,0,1
293,0,1
294,1,0
295,1,0
296,1,0
297,0,1
298,0,1
299,0,1
300,1,0
301,0,1
302,1,0
303,1,0
304,1,0
305,0,1
306,0,1
307,0,1
308,0,1
309,1,0
310,1,0
311,0,1
312,1,0
313,0,1
314,1,0
315,0,1
316,0,1
317,1,0
318,1,0
319,1,0
320,1,0
321,0,1
322,1,0
323,1,0
324,1,0
325,0,1
326,1,0
327,1,0
328,0,1
329,1,0
330,1,0
331,0,1
332,1,0
333,1,0
334,1,0
335,0,1
336,1,0
337,1,0
338,0,1
339,1,0
340,1,0
341,0,1
342,1,0
343,1,0
344,1,0
345,0,1
346,1,0
347,0,1
348,1,0
349,0,1
350,1,0
351,0,1
352,1,0
353,1,0
354,0,1
355,1,0
356,1,0
357,0,1
358,0,1
359,0,1
360,0,1
361,1,0
362,0,1
363,1,0
364,0,1
365,1,0
366,1,0
367,0,1
368,0,1
369,1,0
370,1,0
371,0,1
372,1,0
373,1,0
374,1,0
375,0,1
376,0,1
377,1,0
378,0,1
379,1,0
380,0,1
381,1,0
382,1,0
383,1,0
384,0,1
385,0,1
386,1,0
387,1,0
388,0,1
389,0,1
390,1,0
391,1,0
392,1,0
393,1,0
394,0,1
395,1,0
396,0,1
397,1,0
398,1,0
399,0,1
400,1,0
401,1,0
402,1,0
403,0,1
404,1,0
405,1,0
406,1,0
407,1,0
408,0,1
409,1,0
410,0,1
411,1,0
412,1,0
413,0,1
414,1,0
415,1,0
416,1,0
417,0,1
418,0,1
419,0,1
420,0,1
421,1,0
422,1,0
423,0,1
424,1,0
425,1,0
426,0,1
427,1,0
428,1,0
429,1,0
430,1,0
431,1,0
432,0,1
433,1,0
434,1,0
435,0,1
436,1,0
437,1,0
438,1,0
439,0,1
440,1,0
441,1,0
442,1,0
443,1,0
444,0,1
445,1,0
446,1,0
447,1,0
448,1,0
449,1,0
450,1,0
451,1,0
452,1,0
453,0,1
454,1,0
455,1,0
456,0,1
457,1,0
458,1,0
459,0,1
460,1,0
461,1,0
462,1,0
463,1,0
464,1,0
465,0,1
466,0,1
467,1,0
468,1,0
469,1,0
470,0,1
471,1,0
472,1,0
473,1,0
474,1,0
475,1,0
476,0,1
477,1,0
478,0,1
479,1,0
480,1,0
481,0,1
482,0,1
483,1,0
484,1,0
485,1,0
486,1,0
487,0,1
488,0,1
489,1,0
490,1,0
491,1,0
492,1,0
493,1,0
494,1,0
495,0,1
496,0,1
497,0,1
498,1,0
499,1,0
500,0,1
501,1,0
502,1,0
503,1,0
504,1,0
505,1,0
506,0,1
507,0,1
508,1,0
509,1,0
510,1,0
511,1,0
512,1,0
513,1,0
514,1,0
515,1,0
516,1,0
517,1,0
518,1,0
519,1,0
520,0,1
521,0,1
522,0,1
523,1,0
524,1,0
525,0,1
526,1,0
527,1,0
528,0,1
529,1,0
530,0,1
531,1,0
532,1,0
533,0,1
534,0,1
535,0,1
536,1,0
537,1,0
538,0,1
539,0,1
540,1,0
541,0,1
542,1,0
543,1,0
544,0,1
545,1,0
546,1,0
547,0,1
548,0,1
549,1,0
550,1,0
551,0,1
552,1,0
553,0,1
554,1,0
555,1,0
556,1,0
557,1,0
558,1,0
559,1,0
560,1,0
561,0,1
562,0,1
563,1,0
564,0,1
565,1,0
566,1,0
567,1,0
568,1,0
569,0,1
570,0,1
571,0,1
572,1,0
573,1,0
574,1,0
575,1,0
576,1,0
577,0,1
578,0,1
579,0,1
580,1,0
581,1,0
582,0,1
583,0,1
584,0,1
585,1,0
586,1,0
587,1,0
588,1,0
589,1,0
590,1,0
591,1,0
592,1,0
593,0,1
594,1,0
595,1,0
596,1,0
597,1,0
598,0,1
599,0,1
600,1,0
601,0,1
602,0,1
603,1,0
604,0,1
605,1,0
606,0,1
607,1,0
608,1,0
609,0,1
610,0,1
611,0,1
612,0,1
613,1,0
614,1,0
615,1,0
616,1,0
617,0,1
618,1,0
619,0,1
620,1,0
621,1,0
622,0,1
623,1,0
624,0,1
625,1,0
626,0,1
627,1,0
628,1,0
629,1,0
630,0,1
631,1,0
632,1,0
633,0,1
634,1,0
635,1,0
636,1,0
637,1,0
638,0,1
639,1,0
640,0,1
641,0,1
642,0,1
643,1,0
644,1,0
645,1,0
646,0,1
647,0,1
648,1,0
649,1,0
650,0,1
651,1,0
652,1,0
653,1,0
654,1,0
655,1,0
656,1,0
657,1,0
658,1,0
659,0,1
660,1,0
661,0,1
662,1,0
663,0,1
664,0,1
665,0,1
666,1,0
667,1,0
668,1,0
669,0,1
670,1,0
671,0,1
672,1,0
673,1,0
674,0,1
675,1,0
676,0,1
677,0,1
678,1,0
679,0,1
680,1,0
681,1,0
682,1,0
683,0,1
684,1,0
685,0,1
686,0,1
687,1,0
688,0,1
689,1,0
690,1,0
691,1,0
692,0,1
693,1,0
694,1,0
695,0,1
696,1,0
697,0,1
698,1,0
699,0,1
700,1,0
701,1,0
702,0,1
703,0,1
704,1,0
705,0,1
706,1,0
707,0,1
708,0,1
709,0,1
710,1,0
711,0,1
712,0,1
713,1,0
714,1,0
715,0,1
716,1,0
717,1,0
718,0,1
719,1,0
720,1,0
721,0,1
722,1,0
723,1,0
724,0,1
725,1,0
726,0,1
727,0,1
728,0,1
729,1,0
730,1,0
731,1,0
732,1,0
733,1,0
734,1,0
735,1,0
736,1,0
737,1,0
738,0,1
739,1,0
740,1,0
741,1,0
742,1,0
743,1,0
744,1,0
745,0,1
746,0,1
747,1,0
748,1,0
749,0,1
750,1,0
751,0,1
752,0,1
753,1,0
754,1,0
755,1,0
756,0,1
757,1,0
758,1,0
759,1,0
760,0,1
761,0,1
762,0,1
763,1,0
764,0,1
765,1,0
766,1,0
767,0,1
768,0,1
769,1,0
770,1,0
771,0,1
772,1,0
773,1,0
774,1,0
775,1,0
776,0,1
777,1,0
778,1,0
779,1,0
780,0,1
781,1,0
782,1,0
783,0,1
784,1,0
785,0,1
786,0,1
787,0,1
788,0,1
789,1,0
790,0,1
791,0,1
792,0,1
793,0,1
794,1,0
795,0,1
796,0,1
797,0,1
798,1,0
799,1,0
800,1,0
801,1,0
802,1,0
803,0,1
804,1,0
805,1,0
806,0,1
807,0,1
808,0,1
809,1,0
810,1,0
811,0,1
812,1,0
813,1,0
814,0,1
815,0,1
816,0,1
817,1,0
818,1,0
819,0,1
820,0,1
821,0,1
822,1,0
823,1,0
824,1,0
825,1,0
826,1,0
827,1,0
828,1,0
829,1,0
830,1,0
831,0,1
832,0,1
833,0,1
834,1,0
835,1,0
836,1,0
837,1,0
838,1,0
839,0,1
840,1,0
841,1,0
842,0,1
843,1,0
844,1,0
845,0,1
846,1,0
847,0,1
848,1,0
849,1,0
850,1,0
851,1,0
852,1,0
853,1,0
854,1,0
855,1,0
856,1,0
857,1,0
858,1,0
859,1,0
860,0,1
861,0,1
862,1,0
863,0,1
864,1,0
865,0,1
866,1,0
867,1,0
868,0,1
869,1,0
870,1,0
871,0,1
872,1,0
873,1,0
874,0,1
875,0,1
876,1,0
877,1,0
878,1,0
879,1,0
880,1,0
881,1,0
882,1,0
883,1,0
884,0,1
885,1,0
886,1,0
887,0,1
888,1,0
889,1,0
890,0,1
891,1,0
892,1,0
893,0,1
894,1,0
895,1,0
896,1,0
897,0,1
898,0,1
899,0,1
900,1,0
901,1,0
902,1,0
903,0,1
904,1,0
905,1,0
906,1,0
907,0,1
908,1,0
909,0,1
910,1,0
911,1,0
912,1,0
913,0,1
914,1,0
915,0,1
916,1,0
917,1,0
918,1,0
919,0,1
920,1,0
921,1,0
922,0,1
923,1,0
924,1,0
925,1,0
926,1,0
927,0,1
928,0,1
929,0,1
930,0,1
931,0,1
932,1,0
933,0,1
934,1,0
935,0,1
936,0,1
937,1,0
938,0,1
939,1,0
940,1,0
941,1,0
942,1,0
943,0,1
944,1,0
945,1,0
946,1,0
947,0,1
948,1,0
949,0,1
950,0,1
951,1,0
952,1,0
953,1,0
954,1,0
955,1,0
956,1,0
957,0,1
958,1,0
959,1,0
960,1,0
961,1,0
962,1,0
963,1,0
964,0,1
965,1,0
966,1,0
967,0,1
968,0,1
969,0,1
970,0,1
971,1,0
972,1,0
973,0,1
974,1,0
975,0,1
976,0,1
977,1,0
978,1,0
979,1,0
980,1,0
981,1,0
982,1,0
983,0,1
984,1,0
985,0,1
986,0,1
987,1,0
988,1,0
989,1,0
990,0,1
991,1,0
992,1,0
993,0,1
994,1,0
995,1,0
996,1,0
997,1,0
998,0,1
999,0,1
1000,1,0
1001,0,1
1002,0,1
1003,1,0
1004,0,1
1005,1,0
1006,0,1
1007,1,0
1008,0,1
1009,0,1
1010,0,1
1011,0,1
1012,0,1
1013,1,0
1014,1,0
1015,0,1
1016,1,0
1017,1,0
1018,1,0
1019,1,0
1020,0,1
1021,0,1
1022,0,1
1023,1,0
1024,0,1
1025,0,1
1026,1,0
1027,0,1
1028,1,0
1029,1,0
1030,1,0
1031,1,0
1032,1,0
1033,0,1
1034,1,0
1035,0,1
1036,1,0
1037,1,0
1038,0,1
1039,1,0
1040,1,0
1041,1,0
1042,1,0
1043,1,0
1044,1,0
1045,1,0
1046,1,0
1047,1,0
1048,0,1
1049,1,0
1050,0,1
1051,1,0
1052,1,0
1053,1,0
1054,1,0
1055,1,0
1056,0,1
1057,0,1
1058,0,1
1059,1,0
1060,0,1
1061,0,1
1062,0,1
1063,1,0
1064,1,0
1065,1,0
1066,1,0
1067,0,1
1068,0,1
1069,1,0
1070,1,0
1071,0,1
1072,1,0
1073,0,1
1074,1,0
1075,1,0
1076,0,1
1077,1,0
1078,0,1
1079,1,0
1080,1,0
1081,1,0
1082,1,0
1083,1,0
1084,1,0
1085,0,1
1086,0,1
1087,1,0
1088,1,0
1089,1,0
1090,1,0
1091,1,0
1092,1,0
1093,0,1
1094,1,0
1095,0,1
1096,1,0
1097,0,1
1098,0,1
1099,0,1
1100,1,0
1101,1,0
1102,0,1
1103,1,0
1104,1,0
1105,0,1
1106,1,0
1107,0,1
1108,1,0
1109,1,0
1110,1,0
1111,1,0
1112,1,0
1113,0,1
1114,0,1
1115,1,0
1116,1,0
1117,0,1
1118,1,0
1119,1,0
1120,1,0
1121,1,0
1122,0,1
1123,0,1
1124,0,1
1125,1,0
1126,1,0
1127,1,0
1128,1,0
1129,0,1
1130,0,1
1131,0,1
1132,0,1
1133,1,0
1134,1,0
1135,0,1
1136,0,1
1137,0,1
1138,1,0
1139,1,0
1140,0,1
1141,0,1
1142,1,0
1143,1,0
1144,1,0
1145,1,0
1146,1,0
1147,1,0
1148,0,1
1149,0,1
1150,1,0
1151,0,1
1152,0,1
1153,1,0
1154,1,0
1155,1,0
1156,0,1
1157,1,0
1158,0,1
1159,0,1
1160,0,1
1161,0,1
1162,0,1
1163,1,0
1164,1,0
1165,0,1
1166,0,1
1167,0,1
1168,1,0
1169,1,0
1170,1,0
1171,1,0
1172,1,0
1173,0,1
1174,1,0
1175,0,1
1176,0,1
1177,1,0
1178,1,0
1179,1,0
1180,1,0
1181,1,0
1182,0,1
1183,1,0
1184,1,0
1185,0,1
1186,1,0
1187,1,0
1188,1,0
1189,1,0
1190,1,0
1191,1,0
1192,0,1
1193,1,0
1194,1,0
1195,0,1
1196,1,0
1197,0,1
1198,1,0
1199,0,1
1200,1,0
1201,0,1
1202,0,1
1203,0,1
1204,1,0
1205,1,0
1206,1,0
1207,1,0
1208,0,1
1209,1,0
1210,0,1
1211,1,0
1212,1,0
1213,0,1
1214,1,0
1215,1,0
1216,1,0
1217,0,1
1218,1,0
1219,0,1
1220,1,0
1221,1,0
1222,0,1
1223,1,0
1224,1,0
1225,1,0
1226,1,0
1227,1,0
1228,1,0
1229,0,1
1230,1,0
1231,1,0
1232,1,0
1233,0,1
1234,0,1
1235,1,0
1236,0,1
1237,1,0
1238,0,1
1239,1,0
1240,1,0
1241,0,1
1242,1,0
1243,1,0
1244,0,1
1245,0,1
1246,0,1
1247,1,0
1248,0,1
1249,0,1
1250,1,0
1251,1,0
1252,0,1
1253,0,1
1254,0,1
1255,0,1
1256,1,0
1257,0,1
1258,1,0
1259,1,0
1260,1,0
1261,1,0
1262,0,1
1263,0,1
1264,0,1
1265,1,0
1266,1,0
1267,1,0
1268,0,1
1269,1,0
1270,1,0
1271,1,0
1272,0,1
1273,1,0
1274,1,0
1275,1,0
1276,1,0
1277,1,0
1278,0,1
1279,1,0
1280,0,1
1281,1,0
1282,1,0
1283,1,0
1284,0,1
1285,1,0
1286,1,0
1287,1,0
1288,1,0
1289,1,0
1290,1,0
1291,0,1
1292,1,0
1293,1,0
1294,1,0
1295,1,0
1296,1,0
1297,0,1
1298,0,1
1299,1,0
1300,1,0
1301,0,1
1302,1,0
1303,0,1
1304,0,1
1305,0,1
1306,1,0
1307,1,0
1308,0,1
1309,0,1
1310,1,0
1311,1,0
1312,0,1
1313,0,1
1314,0,1
1315,1,0
1316,1,0
1317,0,1
1318,0,1
1319,0,1
1320,1,0
1321,1,0
1322,0,1
1323,0,1
1324,1,0
1325,1,0
1326,0,1
1327,1,0
1328,1,0
1329,0,1
1330,0,1
1331,0,1
1332,1,0
1333,1,0
1334,1,0
1335,1,0
1336,1,0
1337,1,0
1338,0,1
1339,0,1
1340,0,1
1341,1,0
1342,1,0
1343,1,0
1344,1,0
1345,0,1
1346,1,0
1347,1,0
1348,1,0
1349,0,1
1350,1,0
1351,1,0
1352,1,0
1353,1,0
1354,1,0
1355,1,0
1356,0,1
1357,1,0
1358,0,1
1359,1,0
1360,0,1
1361,0,1
1362,1,0
1363,1,0
1364,1,0
1365,1,0
1366,1,0
1367,0,1
1368,0,1
1369,1,0
1370,0,1
1371,0,1
1372,0,1
1373,1,0
1374,1,0
1375,1,0
1376,0,1
1377,0,1
1378,1,0
1379,1,0
1380,1,0
1381,0,1
1382,1,0
1383,0,1
1384,0,1
1385,0,1
1386,1,0
1387,1,0
1388,0,1
1389,0,1
1390,0,1
1391,0,1
1392,1,0
1393,1,0
1394,1,0
1395,1,0
1396,0,1
1397,1,0
1398,0,1
1399,0,1
1400,1,0
1401,0,1
1402,1,0
1403,0,1
1404,1,0
1405,1,0
1406,0,1
1407,0,1
1408,1,0
1409,1,0
1410,1,0
1411,0,1
1412,0,1
1413,0,1
1414,0,1
1415,1,0
1416,0,1
1417,0,1
1418,0,1
1419,1,0
1420,1,0
1421,1,0
1422,1,0
1423,1,0
1424,1,0
1425,1,0
1426,0,1
1427,0,1
1428,1,0
1429,0,1
1430,1,0
1431,1,0
1432,1,0
1433,1,0
1434,1,0
1435,1,0
1436,1,0
1437,1,0
1438,1,0
1439,0,1
1440,1,0
1441,1,0
1442,1,0
1443,0,1
1444,1,0
1445,1,0
1446,0,1
1447,1,0
1448,0,1
1449,1,0
1450,0,1
1451,0,1
1452,0,1
1453,1,0
1454,1,0
1455,1,0
1456,0,1
1457,0,1
1458,1,0
1459,1,0
1460,1,0
1461,1,0
1462,0,1
1463,1,0
1464,0,1
1465,0,1
1466,1,0
1467,0,1
1468,1,0
1469,1,0
1470,0,1
1471,0,1
1472,1,0
1473,1,0
1474,1,0
1475,0,1
1476,1,0
1477,0,1
1478,0,1
1479,1,0
1480,1,0
1481,1,0
1482,0,1
1483,1,0
1484,1,0
1485,1,0
1486,0,1
1487,0,1
1488,1,0
1489,0,1
1490,1,0
1491,1,0
1492,0,1
1493,1,0
1494,1,0
1495,1,0
1496,1,0
1497,1,0
1498,1,0
1499,0,1
1500,1,0
1501,0,1
1502,1,0
1503,1,0
1504,0,1
1505,0,1
1506,1,0
1507,1,0
1508,1,0
1509,0,1
1510,0,1
1511,1,0
1512,0,1
1513,0,1
1514,1,0
1515,1,0
1516,0,1
1517,0,1
1518,0,1
1519,1,0
1520,1,0
1521,1,0
1522,1,0
1523,0,1
1524,0,1
1525,1,0
1526,1,0
1527,0,1
1528,1,0
1529,1,0
1530,0,1
1531,0,1
1532,0,1
1533,0,1
1534,0,1
1535,1,0
1536,1,0
1537,1,0
1538,0,1
1539,0,1
1540,1,0
1541,1,0
1542,0,1
1543,1,0
1544,1,0
1545,1,0
1546,1,0
1547,1,0
1548,1,0
1549,1,0
1550,1,0
1551,1,0
1552,1,0
1553,1,0
1554,1,0
1555,1,0
1556,1,0
1557,1,0
1558,1,0
1559,1,0
1560,0,1
1561,1,0
1562,1,0
1563,0,1
1564,0,1
1565,1,0
1566,1,0
1567,1,0
1568,1,0
1569,1,0
1570,0,1
1571,1,0
1572,1,0
1573,1,0
1574,1,0
1575,0,1
1576,1,0
1577,1,0
1578,1,0
1579,1,0
1580,0,1
1581,0,1
1582,1,0
1583,1,0
1584,0,1
1585,1,0
1586,1,0
1587,1,0
1588,0,1
1589,1,0
1590,0,1
1591,1,0
1592,1,0
1593,1,0
1594,1,0
1595,1,0
1596,1,0
1597,1,0
1598,0,1
1599,1,0
1600,1,0
1601,0,1
1602,0,1
1603,1,0
1604,0,1
1605,1,0
1606,1,0
1607,1,0
1608,0,1
1609,0,1
1610,1,0
1611,1,0
1612,1,0
1613,1,0
1614,1,0
1615,1,0
1616,0,1
1617,1,0
1618,0,1
1619,1,0
1620,0,1
1621,1,0
1622,1,0
1623,1,0
1624,0,1
1625,1,0
1626,0,1
1627,0,1
1628,1,0
1629,1,0
1630,0,1
1631,0,1
1632,1,0
1633,1,0
1634,0,1
1635,1,0
1636,1,0
1637,1,0
1638,0,1
1639,0,1
1640,1,0
1641,0,1
1642,0,1
1643,1,0
1644,0,1
1645,1,0
1646,1,0
1647,1,0
1648,1,0
1649,1,0
1650,0,1
1651,0,1
1652,1,0
1653,0,1
1654,1,0
1655,0,1
1656,1,0
1657,1,0
1658,1,0
1659,1,0
1660,1,0
1661,0,1
1662,1,0
1663,0,1
1664,1,0
1665,1,0
1666,0,1
1667,0,1
1668,0,1
1669,1,0
1670,0,1
1671,0,1
1672,1,0
1673,1,0
1674,0,1
1675,1,0
1676,1,0
1677,0,1
1678,1,0
1679,0,1
1680,0,1
1681,1,0
1682,0,1
1683,0,1
1684,0,1
1685,1,0
1686,1,0
1687,1,0
1688,1,0
1689,1,0
1690,0,1
1691,0,1
1692,0,1
1693,1,0
1694,0,1
1695,1,0
1696,0,1
1697,1,0
1698,1,0
1699,1,0
1700,0,1
1701,1,0
1702,1,0
1703,0,1
1704,1,0
1705,0,1
1706,1,0
1707,1,0
1708,1,0
1709,0,1
1710,1,0
1711,0,1
1712,1,0
1713,1,0
1714,1,0
1715,1,0
1716,1,0
1717,1,0
1718,0,1
1719,1,0
1720,0,1
1721,1,0
1722,1,0
1723,1,0
1724,0,1
1725,1,0
1726,1,0
1727,1,0
1728,1,0
1729,1,0
1730,0,1
1731,1,0
1732,0,1
1733,0,1
1734,1,0
1735,1,0
1736,0,1
1737,1,0
1738,0,1
1739,1,0
1740,1,0
1741,1,0
1742,1,0
1743,0,1
1744,1,0
1745,0,1
1746,1,0
1747,0,1
1748,0,1
1749,0,1
1750,1,0
1751,1,0
1752,0,1
1753,1,0
1754,1,0
1755,0,1
1756,0,1
1757,1,0
1758,0,1
1759,1,0
1760,1,0
1761,0,1
1762,0,1
1763,1,0
1764,1,0
1765,1,0
1766,1,0
1767,0,1
1768,1,0
1769,0,1
1770,1,0
1771,1,0
1772,1,0
1773,1,0
1774,1,0
1775,1,0
1776,1,0
1777,1,0
1778,1,0
1779,1,0
1780,1,0
1781,0,1
1782,0,1
1783,0,1
1784,0,1
1785,0,1
1786,1,0
1787,1,0
1788,0,1
1789,1,0
1790,0,1
1791,0,1
1792,0,1
1793,1,0
1794,1,0
1795,0,1
1796,1,0
1797,1,0
1798,0,1
1799,0,1
1800,1,0
1801,0,1
1802,1,0
1803,1,0
1804,0,1
1805,1,0
1806,0,1
1807,1,0
1808,1,0
1809,0,1
1810,0,1
1811,1,0
1812,1,0
1813,1,0
1814,1,0
1815,1,0
1816,1,0
1817,1,0
1818,0,1
1819,1,0
1820,0,1
1821,1,0
1822,1,0
1823,1,0
1824,0,1
1825,1,0
1826,1,0
1827,0,1
1828,1,0
1829,1,0
1830,0,1
1831,0,1
1832,1,0
1833,1,0
1834,1,0
1835,0,1
1836,1,0
1837,1,0
1838,1,0
1839,0,1
1840,0,1
1841,1,0
1842,0,1
1843,1,0
1844,0,1
1845,1,0
1846,1,0
1847,0,1
1848,0,1
1849,1,0
1850,1,0
1851,0,1
1852,0,1
1853,1,0
1854,1,0
1855,0,1
1856,1,0
1857,0,1
1858,0,1
1859,1,0
1860,1,0
1861,1,0
1862,1,0
1863,1,0
1864,1,0
1865,0,1
1866,1,0
1867,1,0
1868,1,0
1869,0,1
1870,1,0
1871,1,0
1872,1,0
1873,1,0
1874,1,0
1875,0,1
1876,1,0
1877,1,0
1878,0,1
1879,0,1
1880,1,0
1881,1,0
1882,1,0
1883,1,0
1884,1,0
1885,1,0
1886,0,1
1887,1,0
1888,0,1
1889,1,0
1890,1,0
1891,0,1
1892,0,1
1893,1,0
1894,1,0
1895,1,0
1896,0,1
1897,1,0
1898,1,0
1899,0,1
1900,0,1
1901,1,0
1902,0,1
1903,1,0
1904,1,0
1905,0,1
1906,0,1
1907,1,0
1908,1,0
1909,1,0
1910,1,0
1911,1,0
1912,0,1
1913,0,1
1914,1,0
1915,1,0
1916,0,1
1917,1,0
1918,1,0
1919,1,0
1920,0,1
1921,1,0
1922,0,1
1923,1,0
1924,0,1
1925,1,0
1926,1,0
1927,1,0
1928,1,0
1929,0,1
1930,1,0
1931,1,0
1932,0,1
1933,1,0
1934,1,0
1935,1,0
1936,1,0
1937,0,1
1938,1,0
1939,1,0
1940,1,0
1941,0,1
1942,1,0
1943,1,0
1944,1,0
1945,1,0
1946,1,0
1947,0,1
1948,1,0
1949,0,1
1950,1,0
1951,0,1
1952,0,1
1953,1,0
1954,1,0
1955,0,1
1956,0,1
1957,0,1
1958,1,0
1959,0,1
1960,0,1
1961,1,0
1962,0,1
1963,1,0
1964,1,0
1965,0,1
1966,1,0
1967,0,1
1968,1,0
1969,0,1
1970,1,0
1971,0,1
1972,1,0
1973,1,0
1974,0,1
1975,1,0
1976,1,0
1977,0,1
1978,1,0
1979,1,0
1980,1,0
1981,0,1
1982,1,0
1983,1,0
1984,0,1
1985,1,0
1986,1,0
1987,0,1
1988,1,0
1989,1,0
1990,0,1
1991,0,1
1992,1,0
1993,0,1
1994,1,0
1995,1,0
1996,1,0
1997,1,0
1998,0,1
1999,1,0
2000,0,1
2001,0,1
2002,0,1
2003,1,0
2004,1,0
2005,1,0
2006,1,0
2007,1,0
2008,0,1
2009,1,0
2010,1,0
2011,1,0
2012,1,0
2013,1,0
2014,1,0
2015,1,0
2016,1,0
2017,1,0
2018,0,1
2019,1,0
2020,1,0
2021,1,0
2022,1,0
2023,1,0
2024,0,1
2025,1,0
2026,0,1
2027,1,0
2028,1,0
2029,1,0
2030,1,0
2031,1,0
2032,0,1
2033,1,0
2034,1,0
2035,1,0
2036,1,0
2037,1,0
2038,1,0
2039,1,0
2040,1,0
2041,1,0
2042,1,0
2043,1,0
2044,1,0
2045,1,0
2046,0,1
2047,1,0
2048,1,0
2049,0,1
2050,0,1
2051,0,1
2052,1,0
2053,1,0
2054,1,0
2055,0,1
2056,0,1
2057,1,0
2058,1,0
2059,1,0
2060,1,0
2061,1,0
2062,1,0
2063,1,0
2064,0,1
2065,0,1
2066,1,0
2067,0,1
2068,0,1
2069,1,0
2070,1,0
2071,0,1
2072,1,0
2073,1,0
2074,1,0
2075,1,0
2076,1,0
2077,1,0
2078,0,1
2079,0,1
2080,1,0
2081,1,0
2082,0,1
2083,0,1
2084,0,1
2085,0,1
2086,0,1
2087,1,0
2088,0,1
2089,0,1
2090,1,0
2091,1,0
2092,1,0
2093,0,1
2094,0,1
2095,1,0
2096,1,0
2097,1,0
2098,1,0
2099,1,0
2100,1,0
2101,1,0
2102,1,0
2103,0,1
2104,1,0
2105,1,0
2106,1,0
2107,0,1
2108,1,0
2109,0,1
2110,1,0
2111,0,1
2112,0,1
2113,1,0
2114,0,1
2115,1,0
2116,1,0
2117,1,0
2118,0,1
2119,1,0
2120,1,0
2121,1,0
2122,1,0
2123,0,1
2124,0,1
2125,0,1
2126,1,0
2127,0,1
2128,1,0
2129,0,1
2130,0,1
2131,1,0
2132,1,0
2133,0,1
2134,1,0
2135,0,1
2136,1,0
2137,1,0
2138,1,0
2139,1,0
2140,0,1
