,0,1
209,0,1
210,1,0
211,0,1
212,1,0
213,1,0
214,1,0
215,1,0
216,0,1
217,1,0
218,1,0
219,1,0
220,1,0
221,1,0
222,0,1
223,1,0
224,1,0
225,1,0
226,1,0
227,1,0
228,1,0
229,1,0
230,0,1
231,0,1
232,1,0
233,0,1
234,1,0
235,0,1
236,1,0
237,0,1
238,0,1
239,1,0
240,0,1
241,1,0
242,1,0
243,1,0
244,0,1
245,1,0
246,1,0
247,1,0
248,0,1
249,0,1
250,0,1
251,0,1
252,1,0
253,0,1
254,1,0
255,1,0
256,0,1
257,1,0
258,1,0
259,1,0
260,0,1
261,0,1
262,1,0
263,1,0
264,1,0
265,1,0
266,1,0
267,0,1
268,1,0
269,1,0
270,1,0
271,1,0
272,0,1
273,1,0
274,1,0
275,1,0
276,0,1
277,0,1
278,1,0
279,1,0
280,1,0
281,0,1
282,0,1
283,0,1
284,0,1
285,0,1
286,1,0
287,1,0
288,0,1
289,1,0
290,1,0
291,0,1
292,1,0
293,1,0
294,1,0
295,0,1
296,1,0
297,1,0
298,0,1
299,1,0
300,0,1
301,0,1
302,1,0
303,1,0
304,0,1
305,0,1
306,0,1
307,1,0
308,1,0
309,1,0
310,1,0
311,1,0
312,1,0
313,0,1
314,1,0
315,0,1
316,0,1
317,1,0
318,1,0
319,0,1
320,1,0
321,1,0
322,0,1
323,0,1
324,1,0
325,1,0
326,1,0
327,1,0
328,1,0
329,0,1
330,1,0
331,0,1
332,1,0
333,1,0
334,1,0
335,0,1
336,1,0
337,0,1
338,0,1
339,1,0
340,1,0
341,0,1
342,1,0
343,1,0
344,1,0
345,0,1
346,1,0
347,1,0
348,0,1
349,1,0
350,1,0
351,1,0
352,0,1
353,0,1
354,1,0
355,1,0
356,1,0
357,0,1
358,1,0
359,1,0
360,1,0
361,1,0
362,1,0
363,1,0
364,1,0
365,1,0
366,0,1
367,1,0
368,1,0
369,1,0
370,0,1
371,0,1
372,1,0
373,0,1
374,0,1
375,1,0
376,1,0
377,1,0
378,1,0
379,0,1
380,1,0
381,1,0
382,0,1
383,0,1
384,0,1
385,1,0
386,1,0
387,1,0
388,0,1
389,0,1
390,0,1
391,0,1
392,1,0
393,1,0
394,0,1
395,1,0
396,1,0
397,1,0
398,1,0
399,0,1
400,0,1
401,0,1
402,1,0
403,0,1
404,0,1
405,0,1
406,1,0
407,1,0
408,0,1
409,1,0
410,1,0
411,1,0
412,0,1
413,1,0
414,1,0
415,0,1
416,1,0
417,1,0
418,0,1
419,0,1
420,1,0
421,0,1
422,1,0
423,0,1
424,1,0
425,0,1
426,1,0
427,1,0
428,0,1
429,1,0
430,0,1
431,1,0
432,0,1
433,1,0
434,1,0
435,0,1
436,1,0
437,1,0
438,1,0
439,0,1
440,1,0
441,0,1
442,0,1
443,0,1
444,1,0
445,1,0
446,1,0
447,1,0
448,1,0
449,0,1
450,1,0
451,0,1
452,0,1
453,1,0
454,1,0
455,1,0
456,1,0
457,1,0
458,0,1
459,1,0
460,0,1
461,1,0
462,1,0
463,0,1
464,1,0
465,1,0
466,1,0
467,1,0
468,1,0
469,1,0
470,1,0
471,1,0
472,1,0
473,0,1
474,0,1
475,1,0
476,1,0
477,0,1
478,1,0
479,0,1
480,1,0
481,1,0
482,1,0
483,1,0
484,1,0
485,1,0
486,1,0
487,0,1
488,0,1
489,1,0
490,0,1
491,1,0
492,1,0
493,1,0
494,1,0
495,1,0
496,1,0
497,0,1
498,0,1
499,0,1
500,1,0
501,1,0
502,1,0
503,1,0
504,1,0
505,1,0
506,0,1
507,0,1
508,0,1
509,0,1
510,0,1
511,1,0
512,0,1
513,1,0
514,1,0
515,0,1
516,0,1
517,1,0
518,1,0
519,0,1
520,0,1
521,0,1
522,1,0
523,1,0
524,1,0
525,1,0
526,1,0
527,0,1
528,0,1
529,1,0
530,0,1
531,1,0
532,0,1
533,1,0
534,1,0
535,1,0
536,0,1
537,1,0
538,1,0
539,0,1
540,0,1
541,1,0
542,0,1
543,1,0
544,1,0
545,0,1
546,1,0
547,0,1
548,0,1
549,1,0
550,0,1
551,1,0
552,1,0
553,1,0
554,1,0
555,0,1
556,0,1
557,1,0
558,1,0
559,0,1
560,0,1
561,1,0
562,1,0
563,1,0
564,0,1
565,1,0
566,1,0
567,0,1
568,1,0
569,1,0
570,0,1
571,1,0
572,1,0
573,0,1
574,0,1
575,1,0
576,0,1
577,1,0
578,1,0
579,1,0
580,0,1
581,0,1
582,0,1
583,1,0
584,1,0
585,0,1
586,0,1
587,1,0
588,1,0
589,1,0
590,0,1
591,1,0
592,1,0
593,0,1
594,1,0
595,0,1
596,1,0
597,1,0
598,0,1
599,0,1
600,0,1
601,1,0
602,0,1
603,1,0
604,0,1
605,0,1
606,1,0
607,1,0
608,1,0
609,1,0
610,1,0
611,1,0
612,1,0
613,0,1
614,0,1
615,1,0
616,0,1
617,1,0
618,0,1
619,0,1
620,0,1
621,1,0
622,1,0
623,0,1
624,1,0
625,0,1
626,1,0
627,1,0
628,0,1
629,1,0
630,1,0
631,1,0
632,0,1
633,0,1
634,0,1
635,0,1
636,1,0
637,0,1
638,1,0
639,0,1
640,1,0
641,0,1
642,1,0
643,0,1
644,0,1
645,0,1
646,0,1
647,1,0
648,1,0
649,1,0
650,1,0
651,0,1
652,0,1
653,1,0
654,1,0
655,1,0
656,1,0
657,0,1
658,1,0
659,1,0
660,1,0
661,0,1
662,1,0
663,1,0
664,1,0
665,1,0
666,0,1
667,0,1
668,0,1
669,0,1
670,0,1
671,1,0
672,1,0
673,0,1
674,0,1
675,1,0
676,0,1
677,0,1
678,0,1
679,0,1
680,0,1
681,1,0
682,1,0
683,1,0
684,1,0
685,1,0
686,1,0
687,1,0
688,1,0
689,0,1
690,0,1
691,1,0
692,1,0
693,0,1
694,1,0
695,0,1
696,1,0
697,0,1
698,1,0
699,1,0
700,0,1
701,1,0
702,1,0
703,1,0
704,1,0
705,0,1
706,0,1
707,0,1
708,0,1
709,1,0
710,1,0
711,1,0
712,0,1
713,0,1
714,1,0
715,0,1
716,0,1
717,1,0
718,0,1
719,0,1
720,0,1
721,1,0
722,1,0
723,0,1
724,0,1
725,0,1
726,1,0
727,1,0
728,0,1
729,1,0
730,1,0
731,0,1
732,1,0
733,1,0
734,1,0
735,1,0
736,1,0
737,1,0
738,0,1
739,0,1
740,1,0
741,1,0
742,1,0
743,0,1
744,0,1
745,0,1
746,1,0
747,1,0
748,0,1
749,1,0
750,1,0
751,0,1
752,1,0
753,1,0
754,1,0
755,1,0
756,1,0
757,0,1
758,1,0
759,1,0
760,1,0
761,0,1
762,0,1
763,1,0
764,0,1
765,1,0
766,0,1
767,0,1
768,1,0
769,0,1
770,1,0
771,0,1
772,1,0
773,0,1
774,0,1
775,1,0
776,1,0
777,1,0
778,1,0
779,0,1
780,1,0
781,1,0
782,1,0
783,0,1
784,0,1
785,1,0
786,0,1
787,0,1
788,1,0
789,0,1
790,1,0
791,0,1
792,1,0
793,1,0
794,1,0
795,1,0
796,1,0
797,1,0
798,1,0
799,0,1
800,0,1
801,0,1
802,1,0
803,1,0
804,0,1
805,1,0
806,0,1
807,1,0
808,0,1
809,0,1
810,1,0
811,1,0
812,1,0
813,0,1
814,1,0
815,1,0
816,1,0
817,1,0
818,0,1
819,0,1
820,1,0
821,1,0
822,1,0
823,1,0
824,1,0
825,0,1
826,0,1
827,1,0
828,1,0
829,0,1
830,1,0
831,1,0
832,0,1
833,0,1
834,1,0
835,1,0
836,1,0
837,0,1
838,1,0
839,1,0
840,0,1
841,1,0
842,0,1
843,1,0
844,0,1
845,1,0
846,1,0
847,0,1
848,1,0
849,0,1
850,1,0
851,1,0
852,0,1
853,1,0
854,1,0
855,1,0
856,1,0
857,0,1
858,1,0
859,1,0
860,1,0
861,1,0
862,1,0
863,1,0
864,1,0
865,0,1
866,1,0
867,0,1
868,1,0
869,0,1
870,0,1
871,1,0
872,1,0
873,1,0
874,1,0
875,1,0
876,1,0
877,1,0
878,1,0
879,1,0
880,1,0
881,0,1
882,1,0
883,1,0
884,1,0
885,1,0
886,0,1
887,0,1
888,1,0
889,1,0
890,1,0
891,1,0
892,1,0
893,1,0
894,0,1
895,1,0
896,0,1
897,1,0
898,0,1
899,0,1
900,1,0
901,0,1
902,0,1
903,1,0
904,1,0
905,1,0
906,1,0
907,0,1
908,1,0
909,1,0
910,1,0
911,1,0
912,1,0
913,0,1
914,0,1
915,1,0
916,0,1
917,1,0
918,0,1
919,1,0
920,0,1
921,1,0
922,1,0
923,1,0
924,1,0
925,1,0
926,0,1
927,0,1
928,0,1
929,0,1
930,1,0
931,1,0
932,0,1
933,1,0
934,0,1
935,0,1
936,1,0
937,1,0
938,1,0
939,1,0
940,0,1
941,0,1
942,1,0
943,1,0
944,1,0
945,1,0
946,1,0
947,1,0
948,0,1
949,1,0
950,1,0
951,1,0
952,0,1
953,1,0
954,1,0
955,0,1
956,1,0
957,1,0
958,1,0
959,1,0
960,1,0
961,0,1
962,1,0
963,1,0
964,0,1
965,0,1
966,0,1
967,0,1
968,1,0
969,1,0
970,1,0
971,0,1
972,0,1
973,1,0
974,0,1
975,1,0
976,1,0
977,0,1
978,1,0
979,1,0
980,1,0
981,1,0
982,1,0
983,0,1
984,1,0
985,1,0
986,1,0
987,1,0
988,1,0
989,1,0
990,0,1
991,1,0
992,1,0
993,0,1
994,0,1
995,0,1
996,1,0
997,1,0
998,1,0
999,0,1
1000,0,1
1001,1,0
1002,1,0
1003,1,0
1004,1,0
1005,1,0
1006,0,1
1007,0,1
1008,1,0
1009,1,0
1010,0,1
1011,1,0
1012,1,0
1013,1,0
1014,0,1
1015,0,1
1016,1,0
1017,1,0
1018,1,0
1019,1,0
1020,1,0
1021,1,0
1022,1,0
1023,1,0
1024,1,0
1025,1,0
1026,1,0
1027,0,1
1028,0,1
1029,1,0
1030,1,0
1031,0,1
1032,1,0
1033,1,0
1034,1,0
1035,1,0
1036,1,0
1037,1,0
1038,0,1
1039,0,1
1040,0,1
1041,0,1
1042,1,0
1043,0,1
1044,0,1
1045,1,0
1046,0,1
1047,1,0
1048,1,0
1049,1,0
1050,1,0
1051,0,1
1052,1,0
1053,0,1
1054,1,0
1055,0,1
1056,0,1
1057,0,1
1058,1,0
1059,0,1
1060,1,0
1061,1,0
1062,1,0
1063,0,1
1064,0,1
1065,1,0
1066,0,1
1067,1,0
1068,0,1
1069,1,0
1070,1,0
1071,0,1
1072,0,1
1073,1,0
1074,1,0
1075,0,1
1076,0,1
1077,1,0
1078,1,0
1079,1,0
1080,0,1
1081,1,0
1082,1,0
1083,1,0
1084,1,0
1085,1,0
1086,1,0
1087,0,1
1088,0,1
1089,0,1
1090,1,0
1091,1,0
1092,1,0
1093,0,1
1094,1,0
1095,0,1
1096,1,0
1097,0,1
1098,1,0
1099,0,1
1100,0,1
1101,1,0
1102,0,1
1103,1,0
1104,1,0
1105,0,1
1106,0,1
1107,1,0
1108,1,0
1109,1,0
1110,0,1
1111,1,0
1112,1,0
1113,1,0
1114,0,1
1115,1,0
1116,1,0
1117,0,1
1118,1,0
1119,1,0
1120,1,0
1121,1,0
1122,1,0
1123,0,1
1124,1,0
1125,1,0
1126,1,0
1127,0,1
1128,1,0
1129,1,0
1130,0,1
1131,0,1
1132,1,0
1133,1,0
1134,1,0
1135,1,0
1136,1,0
1137,1,0
1138,1,0
1139,0,1
1140,1,0
1141,1,0
1142,1,0
1143,1,0
1144,1,0
1145,1,0
1146,1,0
1147,1,0
1148,1,0
1149,1,0
1150,1,0
1151,0,1
1152,0,1
1153,1,0
1154,1,0
1155,0,1
1156,1,0
1157,0,1
1158,1,0
1159,1,0
1160,1,0
1161,1,0
1162,1,0
1163,1,0
1164,1,0
1165,0,1
1166,1,0
1167,1,0
1168,0,1
1169,1,0
1170,1,0
1171,1,0
1172,0,1
1173,1,0
1174,0,1
1175,1,0
1176,1,0
1177,1,0
1178,0,1
1179,1,0
1180,1,0
1181,1,0
1182,0,1
1183,0,1
1184,1,0
1185,0,1
1186,1,0
1187,1,0
1188,1,0
1189,1,0
1190,1,0
1191,1,0
1192,1,0
1193,0,1
1194,1,0
1195,1,0
1196,0,1
1197,0,1
1198,0,1
1199,1,0
1200,1,0
1201,1,0
1202,0,1
1203,1,0
1204,1,0
1205,0,1
1206,1,0
1207,0,1
1208,0,1
1209,1,0
1210,1,0
1211,0,1
1212,0,1
1213,1,0
1214,0,1
1215,0,1
1216,1,0
1217,1,0
1218,1,0
1219,0,1
1220,0,1
1221,1,0
1222,0,1
1223,1,0
1224,1,0
1225,1,0
1226,1,0
1227,1,0
1228,0,1
1229,1,0
1230,1,0
1231,1,0
1232,1,0
1233,1,0
1234,1,0
1235,0,1
1236,0,1
1237,1,0
1238,1,0
1239,0,1
1240,0,1
1241,0,1
1242,0,1
1243,1,0
1244,1,0
1245,0,1
1246,0,1
1247,1,0
1248,0,1
1249,1,0
1250,0,1
1251,0,1
1252,1,0
1253,1,0
1254,0,1
1255,0,1
1256,1,0
1257,1,0
1258,0,1
1259,0,1
1260,0,1
1261,1,0
1262,1,0
1263,1,0
1264,1,0
1265,1,0
1266,1,0
1267,1,0
1268,1,0
1269,1,0
1270,1,0
1271,0,1
1272,1,0
1273,1,0
1274,1,0
1275,1,0
1276,1,0
1277,0,1
1278,1,0
1279,1,0
1280,1,0
1281,1,0
1282,0,1
1283,1,0
1284,0,1
1285,0,1
1286,0,1
1287,1,0
1288,1,0
1289,0,1
1290,1,0
1291,0,1
1292,0,1
1293,1,0
1294,1,0
1295,1,0
1296,1,0
1297,0,1
1298,0,1
1299,1,0
1300,1,0
1301,1,0
1302,0,1
1303,1,0
1304,1,0
1305,1,0
1306,0,1
1307,0,1
1308,1,0
1309,0,1
1310,0,1
1311,0,1
1312,0,1
1313,0,1
1314,1,0
1315,1,0
1316,1,0
1317,0,1
1318,0,1
1319,1,0
1320,0,1
1321,1,0
1322,1,0
1323,1,0
1324,0,1
1325,1,0
1326,1,0
1327,0,1
1328,0,1
1329,0,1
1330,1,0
1331,1,0
1332,1,0
1333,1,0
1334,1,0
1335,0,1
1336,1,0
1337,0,1
1338,1,0
1339,1,0
1340,0,1
1341,0,1
1342,1,0
1343,0,1
1344,1,0
1345,1,0
1346,0,1
1347,1,0
1348,0,1
1349,1,0
1350,1,0
1351,0,1
1352,0,1
1353,1,0
1354,0,1
1355,1,0
1356,0,1
1357,0,1
1358,0,1
1359,1,0
1360,0,1
1361,1,0
1362,0,1
1363,1,0
1364,1,0
1365,1,0
1366,1,0
1367,1,0
1368,1,0
1369,1,0
1370,1,0
1371,0,1
1372,1,0
1373,1,0
1374,1,0
1375,0,1
1376,1,0
1377,1,0
1378,0,1
1379,1,0
1380,1,0
1381,1,0
1382,0,1
1383,1,0
1384,1,0
1385,1,0
1386,0,1
1387,1,0
1388,0,1
1389,1,0
1390,0,1
1391,0,1
1392,1,0
1393,1,0
1394,1,0
1395,0,1
1396,1,0
1397,0,1
1398,1,0
1399,1,0
1400,1,0
1401,1,0
1402,0,1
1403,1,0
1404,1,0
1405,1,0
1406,0,1
1407,1,0
1408,0,1
1409,0,1
1410,1,0
1411,1,0
1412,1,0
1413,1,0
1414,1,0
1415,1,0
1416,1,0
1417,1,0
1418,0,1
1419,0,1
1420,0,1
1421,1,0
1422,1,0
1423,0,1
1424,1,0
1425,1,0
1426,0,1
1427,1,0
1428,1,0
1429,1,0
1430,1,0
1431,0,1
1432,1,0
1433,1,0
1434,0,1
1435,1,0
1436,1,0
1437,0,1
1438,0,1
1439,1,0
1440,0,1
1441,1,0
1442,1,0
1443,1,0
1444,1,0
1445,1,0
1446,1,0
1447,0,1
1448,1,0
1449,0,1
1450,1,0
1451,1,0
1452,0,1
1453,0,1
1454,0,1
1455,1,0
1456,1,0
1457,1,0
1458,1,0
1459,1,0
1460,1,0
1461,0,1
1462,0,1
1463,0,1
1464,1,0
1465,0,1
1466,1,0
1467,1,0
1468,1,0
1469,1,0
1470,1,0
1471,0,1
1472,1,0
1473,1,0
1474,0,1
1475,1,0
1476,0,1
1477,1,0
1478,0,1
1479,1,0
1480,1,0
1481,0,1
1482,0,1
1483,0,1
1484,1,0
1485,1,0
1486,0,1
1487,0,1
1488,1,0
1489,1,0
1490,0,1
1491,1,0
1492,0,1
1493,0,1
1494,1,0
1495,1,0
1496,1,0
1497,1,0
1498,0,1
1499,1,0
1500,1,0
1501,1,0
1502,1,0
1503,0,1
1504,0,1
1505,1,0
1506,1,0
1507,1,0
1508,0,1
1509,0,1
1510,0,1
1511,1,0
1512,0,1
1513,1,0
1514,1,0
1515,1,0
1516,1,0
1517,1,0
1518,1,0
1519,1,0
1520,0,1
1521,1,0
1522,1,0
1523,1,0
1524,1,0
1525,1,0
1526,1,0
1527,0,1
1528,1,0
1529,1,0
1530,0,1
1531,0,1
1532,0,1
1533,1,0
1534,0,1
1535,1,0
1536,1,0
1537,1,0
1538,0,1
1539,1,0
1540,1,0
1541,1,0
1542,1,0
1543,0,1
1544,1,0
1545,1,0
1546,0,1
1547,1,0
1548,1,0
1549,1,0
1550,0,1
1551,1,0
1552,0,1
1553,1,0
1554,0,1
1555,1,0
1556,0,1
1557,0,1
1558,0,1
1559,1,0
1560,1,0
1561,1,0
1562,1,0
1563,1,0
1564,0,1
1565,0,1
1566,0,1
1567,1,0
1568,1,0
1569,1,0
1570,0,1
1571,1,0
1572,0,1
1573,1,0
1574,1,0
1575,0,1
1576,1,0
1577,0,1
1578,1,0
1579,1,0
1580,1,0
1581,1,0
1582,1,0
1583,1,0
1584,1,0
1585,1,0
1586,1,0
1587,1,0
1588,0,1
1589,1,0
1590,1,0
1591,1,0
1592,1,0
1593,1,0
1594,0,1
1595,0,1
1596,0,1
1597,1,0
1598,1,0
1599,0,1
1600,1,0
1601,0,1
1602,0,1
1603,0,1
1604,1,0
1605,1,0
1606,0,1
1607,0,1
1608,1,0
1609,0,1
1610,1,0
1611,1,0
1612,1,0
1613,0,1
1614,1,0
1615,1,0
1616,1,0
1617,1,0
1618,1,0
1619,1,0
1620,1,0
1621,1,0
1622,1,0
1623,1,0
1624,1,0
1625,0,1
1626,1,0
1627,0,1
1628,1,0
1629,1,0
1630,1,0
1631,1,0
1632,0,1
1633,1,0
1634,1,0
1635,1,0
1636,1,0
1637,0,1
1638,0,1
1639,0,1
1640,1,0
1641,1,0
1642,1,0
1643,1,0
1644,1,0
1645,1,0
1646,1,0
1647,1,0
1648,0,1
1649,0,1
1650,1,0
1651,0,1
1652,1,0
1653,1,0
1654,1,0
1655,1,0
1656,0,1
1657,0,1
1658,0,1
1659,1,0
1660,0,1
1661,1,0
1662,0,1
1663,0,1
1664,1,0
1665,1,0
1666,1,0
1667,1,0
1668,0,1
1669,1,0
1670,0,1
1671,0,1
1672,0,1
1673,0,1
1674,1,0
1675,1,0
1676,0,1
1677,0,1
1678,0,1
1679,1,0
1680,0,1
1681,1,0
1682,1,0
1683,1,0
1684,0,1
1685,0,1
1686,0,1
1687,0,1
1688,0,1
1689,1,0
1690,0,1
1691,0,1
1692,1,0
1693,0,1
1694,0,1
1695,1,0
1696,1,0
1697,0,1
1698,1,0
1699,0,1
1700,1,0
1701,0,1
1702,1,0
1703,1,0
1704,1,0
1705,0,1
1706,1,0
1707,0,1
1708,0,1
1709,0,1
1710,0,1
1711,1,0
1712,0,1
1713,0,1
1714,1,0
1715,1,0
1716,1,0
1717,1,0
1718,0,1
1719,0,1
1720,0,1
1721,1,0
1722,1,0
1723,1,0
1724,1,0
1725,1,0
1726,0,1
1727,1,0
1728,1,0
1729,0,1
1730,0,1
1731,1,0
1732,1,0
1733,0,1
1734,1,0
1735,0,1
1736,1,0
1737,1,0
1738,1,0
1739,1,0
1740,1,0
1741,0,1
1742,1,0
1743,1,0
1744,1,0
1745,0,1
1746,0,1
1747,1,0
1748,0,1
1749,1,0
1750,1,0
1751,1,0
1752,0,1
1753,1,0
1754,1,0
1755,1,0
1756,0,1
1757,0,1
1758,1,0
1759,1,0
1760,1,0
1761,0,1
1762,1,0
1763,1,0
1764,1,0
1765,1,0
1766,0,1
1767,1,0
1768,0,1
1769,1,0
1770,1,0
1771,1,0
1772,1,0
1773,0,1
1774,0,1
1775,0,1
1776,0,1
1777,0,1
1778,1,0
1779,1,0
1780,1,0
1781,0,1
1782,1,0
1783,1,0
1784,0,1
1785,1,0
1786,1,0
1787,1,0
1788,1,0
1789,0,1
1790,1,0
1791,1,0
1792,1,0
1793,1,0
1794,0,1
1795,1,0
1796,1,0
1797,1,0
1798,0,1
1799,1,0
1800,0,1
1801,1,0
1802,0,1
1803,1,0
1804,1,0
1805,0,1
1806,0,1
1807,1,0
1808,0,1
1809,1,0
1810,1,0
1811,0,1
1812,1,0
1813,1,0
1814,0,1
1815,1,0
1816,1,0
1817,1,0
1818,0,1
1819,1,0
1820,0,1
1821,1,0
1822,1,0
1823,1,0
1824,1,0
1825,1,0
1826,1,0
1827,0,1
1828,0,1
1829,0,1
1830,0,1
1831,1,0
1832,1,0
1833,0,1
1834,1,0
1835,1,0
1836,0,1
1837,1,0
1838,0,1
1839,0,1
1840,1,0
1841,1,0
1842,0,1
1843,0,1
1844,1,0
1845,1,0
1846,1,0
1847,1,0
1848,1,0
1849,0,1
1850,0,1
1851,0,1
1852,0,1
1853,1,0
1854,1,0
1855,1,0
1856,0,1
1857,1,0
1858,1,0
1859,1,0
1860,0,1
1861,1,0
1862,0,1
1863,0,1
1864,0,1
1865,0,1
1866,0,1
1867,0,1
1868,1,0
1869,1,0
1870,1,0
1871,1,0
1872,1,0
1873,1,0
1874,0,1
1875,1,0
1876,0,1
1877,1,0
1878,1,0
1879,1,0
1880,1,0
1881,0,1
1882,1,0
1883,0,1
1884,1,0
1885,1,0
1886,0,1
1887,1,0
1888,1,0
1889,0,1
1890,0,1
1891,0,1
1892,0,1
1893,0,1
1894,1,0
1895,0,1
1896,0,1
1897,0,1
1898,1,0
1899,0,1
1900,1,0
1901,0,1
1902,0,1
1903,1,0
1904,0,1
1905,0,1
1906,0,1
1907,0,1
1908,1,0
1909,0,1
1910,1,0
1911,1,0
1912,1,0
1913,0,1
1914,0,1
1915,1,0
1916,0,1
1917,0,1
1918,1,0
1919,1,0
1920,0,1
1921,0,1
1922,0,1
1923,0,1
1924,1,0
1925,0,1
1926,0,1
1927,1,0
1928,0,1
1929,1,0
1930,1,0
1931,1,0
1932,1,0
1933,0,1
1934,1,0
1935,1,0
1936,1,0
1937,0,1
1938,0,1
1939,1,0
1940,0,1
1941,1,0
1942,1,0
1943,1,0
1944,1,0
1945,1,0
1946,0,1
1947,1,0
1948,1,0
1949,1,0
1950,1,0
1951,0,1
1952,0,1
1953,0,1
1954,1,0
1955,1,0
1956,0,1
1957,1,0
1958,1,0
1959,1,0
1960,1,0
1961,1,0
1962,0,1
1963,0,1
1964,1,0
1965,1,0
1966,1,0
1967,1,0
1968,1,0
1969,0,1
1970,1,0
1971,1,0
1972,1,0
1973,1,0
1974,0,1
1975,1,0
1976,0,1
1977,1,0
1978,0,1
1979,0,1
1980,1,0
1981,1,0
1982,1,0
1983,1,0
1984,1,0
1985,0,1
1986,1,0
1987,1,0
1988,0,1
1989,1,0
1990,1,0
1991,1,0
1992,1,0
1993,1,0
1994,1,0
1995,1,0
1996,1,0
1997,1,0
1998,1,0
1999,1,0
2000,1,0
2001,1,0
2002,0,1
2003,1,0
2004,0,1
2005,0,1
2006,0,1
2007,1,0
2008,0,1
2009,1,0
2010,1,0
2011,1,0
2012,0,1
2013,1,0
2014,1,0
2015,0,1
2016,0,1
2017,0,1
2018,0,1
2019,1,0
2020,1,0
2021,0,1
2022,0,1
2023,1,0
2024,0,1
2025,1,0
2026,1,0
2027,1,0
2028,0,1
2029,1,0
2030,1,0
2031,1,0
2032,0,1
2033,1,0
2034,0,1
2035,0,1
2036,1,0
2037,1,0
2038,0,1
2039,0,1
2040,0,1
2041,1,0
2042,0,1
2043,0,1
2044,1,0
2045,1,0
2046,1,0
2047,1,0
2048,1,0
2049,1,0
2050,0,1
2051,0,1
2052,0,1
2053,0,1
2054,0,1
2055,0,1
2056,1,0
2057,0,1
2058,1,0
2059,0,1
2060,1,0
2061,0,1
2062,1,0
2063,1,0
2064,0,1
2065,1,0
2066,1,0
2067,1,0
2068,0,1
2069,0,1
2070,1,0
2071,1,0
2072,1,0
2073,1,0
2074,1,0
2075,0,1
2076,1,0
2077,1,0
2078,1,0
2079,0,1
2080,1,0
2081,1,0
2082,0,1
2083,1,0
2084,0,1
2085,0,1
2086,0,1
2087,0,1
2088,1,0
2089,1,0
2090,0,1
2091,0,1
2092,1,0
2093,0,1
2094,1,0
2095,0,1
2096,0,1
2097,0,1
2098,0,1
2099,1,0
2100,1,0
2101,1,0
2102,1,0
2103,1,0
2104,0,1
2105,1,0
2106,0,1
2107,1,0
2108,0,1
2109,0,1
2110,0,1
2111,1,0
2112,0,1
2113,1,0
2114,0,1
2115,1,0
2116,1,0
2117,1,0
2118,0,1
2119,0,1
2120,0,1
2121,1,0
2122,1,0
2123,0,1
2124,1,0
2125,0,1
2126,1,0
2127,0,1
2128,1,0
2129,1,0
2130,1,0
2131,1,0
2132,0,1
2133,1,0
2134,0,1
2135,1,0
2136,1,0
2137,1,0
2138,1,0
2139,1,0
2140,0,1
